source,mirror,credits,relationship
Telegram: alter_vij,moldova,4,credited-by-mirror
Telegram: alter_vij,poland,20,credited-by-mirror
Telegram: alter_vij,romania,4,credited-by-mirror
Telegram: alter_vij,slovakia,1,credited-by-mirror
Telegram: altimurLA,hungary,1,credited-by-mirror
Telegram: ambasadarusiei,romania,731,credited-by-mirror
Telegram: ambrus_drc,hungary,1,credited-by-mirror
Telegram: analizbezgranic,moldova,3,credited-by-mirror
Telegram: analizbezgranic,romania,1,credited-by-mirror
Telegram: analogos_technik,czechia,2,credited-by-mirror
Telegram: analytik_news,deutsch,2805,credited-by-mirror
Telegram: anatolieblog,romania,1,credited-by-mirror
Telegram: anb_028,moldova,9,credited-by-mirror
Telegram: andrejdanko,slovakia,64,credited-by-mirror
Telegram: andrew_kots,czechia,1,credited-by-mirror
Telegram: anna_news,czechia,70,credited-by-mirror
Telegram: anna_news,deutsch,1069,credited-by-mirror
Telegram: anna_news,hungary,128,credited-by-mirror
Telegram: anna_news,moldova,102,credited-by-mirror
Telegram: anna_news,poland,415,credited-by-mirror
Telegram: anna_news,romania,95,credited-by-mirror
Telegram: anna_news,slovakia,79,credited-by-mirror
Telegram: annabelousovova,slovakia,1,credited-by-mirror
Telegram: annakubalainfo,poland,320,credited-by-mirror
Telegram: annasmaslom,deutsch,19,credited-by-mirror
Telegram: annasmaslom,hungary,2,credited-by-mirror
Telegram: annasmaslom,poland,5,credited-by-mirror
Telegram: annasmaslom,slovakia,1,credited-by-mirror
Telegram: annatsivileva,czechia,1,credited-by-mirror
Telegram: annatsivileva,deutsch,8,credited-by-mirror
Telegram: annatsivileva,hungary,1,credited-by-mirror
Telegram: annatsivileva,moldova,2,credited-by-mirror
Telegram: annatsivileva,poland,2,credited-by-mirror
Telegram: anonfromusa,moldova,22,credited-by-mirror
Telegram: anonsshevchenko,hungary,1,credited-by-mirror
Telegram: anonymousnews_org,deutsch,11,credited-by-mirror
Telegram: anrbc,hungary,1,credited-by-mirror
Telegram: antifalivland,czechia,1,credited-by-mirror
Telegram: antifalivland,deutsch,21,credited-by-mirror
Telegram: antifalivland,hungary,1,credited-by-mirror
Telegram: antifalivland,poland,12,credited-by-mirror
Telegram: antifalivland,romania,1,credited-by-mirror
Telegram: antifalivland,slovakia,1,credited-by-mirror
Telegram: antifishechki,hungary,1,credited-by-mirror
Telegram: antifishechki,moldova,24,credited-by-mirror
Telegram: antiilluminaten,deutsch,254,credited-by-mirror
Telegram: antimaidanmd,moldova,29,credited-by-mirror
Telegram: antistoelzer,deutsch,11,credited-by-mirror
Telegram: antykapitalizm2,poland,3,credited-by-mirror
Telegram: anymoreideas,poland,158,credited-by-mirror
Telegram: apleonkov,czechia,3,credited-by-mirror
Telegram: apleonkov,deutsch,38,credited-by-mirror
Telegram: apleonkov,hungary,5,credited-by-mirror
Telegram: apleonkov,moldova,14,credited-by-mirror
Telegram: apleonkov,poland,34,credited-by-mirror
Telegram: apleonkov,romania,4,credited-by-mirror
Telegram: apleonkov,slovakia,1,credited-by-mirror
Telegram: apokalypsenews,slovakia,1,credited-by-mirror
Telegram: apolut,deutsch,27,credited-by-mirror
Telegram: arbaletgovorit,deutsch,12,credited-by-mirror
Telegram: arbaletgovorit,moldova,26,credited-by-mirror
Telegram: arbat,czechia,1,credited-by-mirror
Telegram: arbat,moldova,2,credited-by-mirror
Telegram: arbat,slovakia,1,credited-by-mirror
Telegram: archivarius_dz,deutsch,33,credited-by-mirror
Telegram: archivarius_dz,poland,4,credited-by-mirror
Telegram: archiwumVam,poland,5,credited-by-mirror
Telegram: ariadneknihy,slovakia,1,credited-by-mirror
Telegram: armmagazin,czechia,4,credited-by-mirror
Telegram: armmagazin,slovakia,13,credited-by-mirror
Telegram: armscontrolrus,deutsch,12,credited-by-mirror
Telegram: armscontrolrus,poland,4,credited-by-mirror
Telegram: armscontrolrus,romania,5,credited-by-mirror
Telegram: arrussia,czechia,13,credited-by-mirror
Telegram: arrussia,deutsch,111,credited-by-mirror
Telegram: arrussia,hungary,14,credited-by-mirror
Telegram: arrussia,moldova,11,credited-by-mirror
Telegram: arrussia,poland,63,credited-by-mirror
Telegram: arrussia,romania,16,credited-by-mirror
Telegram: arrussia,slovakia,11,credited-by-mirror
Telegram: artelfilms,slovakia,2,credited-by-mirror
Telegram: artursocialista,slovakia,60,credited-by-mirror
Telegram: asphaltt,czechia,1,credited-by-mirror
Telegram: asphaltt,deutsch,13,credited-by-mirror
Telegram: asphaltt,hungary,3,credited-by-mirror
Telegram: asphaltt,moldova,6,credited-by-mirror
Telegram: asphaltt,poland,10,credited-by-mirror
Telegram: asphaltt,romania,4,credited-by-mirror
Telegram: asphaltt,slovakia,1,credited-by-mirror
Telegram: assangesrache,deutsch,18,credited-by-mirror
Telegram: astoianoglo,moldova,67,credited-by-mirror
Telegram: astoianoglo,romania,9,credited-by-mirror
Telegram: astrahandm,czechia,3,credited-by-mirror
Telegram: astrahandm,deutsch,109,credited-by-mirror
Telegram: astrahandm,hungary,7,credited-by-mirror
Telegram: astrahandm,moldova,4,credited-by-mirror
Telegram: astrahandm,poland,20,credited-by-mirror
Telegram: astrahandm,romania,1,credited-by-mirror
Telegram: astrahandm,slovakia,3,credited-by-mirror
Telegram: astramilitarum,deutsch,8,credited-by-mirror
Telegram: astramilitarum,hungary,1,credited-by-mirror
Telegram: astramilitarum,poland,2,credited-by-mirror
Telegram: astramilitarum,romania,1,credited-by-mirror
Telegram: astroobserwacje,poland,152,credited-by-mirror
Telegram: asyaemeliyanova,hungary,2,credited-by-mirror
Telegram: asyaemeliyanova,moldova,2,credited-by-mirror
Telegram: asyaemeliyanova,romania,1,credited-by-mirror
Telegram: auf1tv,deutsch,2080,credited-by-mirror
Telegram: aufbruchfrieden,deutsch,462,credited-by-mirror
Telegram: aufgewacht_shop,deutsch,73,credited-by-mirror
Telegram: aur_moldova,romania,1,credited-by-mirror
Telegram: automobil_md,moldova,16,credited-by-mirror
Telegram: avatkov,deutsch,14,credited-by-mirror
Telegram: avatkov,hungary,1,credited-by-mirror
Telegram: avatkov,slovakia,1,credited-by-mirror
Telegram: aviasalonmaks,romania,1,credited-by-mirror
Telegram: avm74BC,moldova,3,credited-by-mirror
Telegram: avm74BC,romania,1,credited-by-mirror
Telegram: avtodorgk,deutsch,152,credited-by-mirror
Telegram: avturow,deutsch,12,credited-by-mirror
Telegram: avturow,moldova,21,credited-by-mirror
Telegram: avturow,poland,4,credited-by-mirror
Telegram: avturow,romania,1,credited-by-mirror
Telegram: avturow,slovakia,2,credited-by-mirror
Telegram: avzmeyevskiy,czechia,1,credited-by-mirror
Telegram: bahur_diary,romania,1,credited-by-mirror
Telegram: balkan_pro,slovakia,2,credited-by-mirror
Telegram: balkanar,czechia,19,credited-by-mirror
Telegram: balkanar,deutsch,106,credited-by-mirror
Telegram: balkanar,hungary,178,credited-by-mirror
Telegram: balkanar,moldova,29,credited-by-mirror
Telegram: balkanar,poland,20,credited-by-mirror
Telegram: balkanar,romania,91,credited-by-mirror
Telegram: balkanar,slovakia,38,credited-by-mirror
Telegram: balkancentre,moldova,89,credited-by-mirror
Telegram: balkancentre,romania,18,credited-by-mirror
Telegram: balkanist2019,czechia,1,credited-by-mirror
Telegram: balkanist2019,hungary,1,credited-by-mirror
Telegram: balkanist2019,romania,1,credited-by-mirror
Telegram: balkanossiper,hungary,1,credited-by-mirror
Telegram: balkanossiper,slovakia,2,credited-by-mirror
Telegram: balti24_md,moldova,9,credited-by-mirror
Telegram: balti_online,moldova,19,credited-by-mirror
Telegram: baltnews,czechia,110,credited-by-mirror
Telegram: baltnews,deutsch,1286,credited-by-mirror
Telegram: baltnews,hungary,383,credited-by-mirror
Telegram: baltnews,moldova,169,credited-by-mirror
Telegram: baltnews,poland,865,credited-by-mirror
Telegram: baltnews,romania,138,credited-by-mirror
Telegram: baltnews,slovakia,169,credited-by-mirror
Telegram: bamway,hungary,1,credited-by-mirror
Telegram: bamway,slovakia,1,credited-by-mirror
Telegram: banki_oil,moldova,5,credited-by-mirror
Telegram: banksta,czechia,2,credited-by-mirror
Telegram: banksta,deutsch,25,credited-by-mirror
Telegram: banksta,hungary,4,credited-by-mirror
Telegram: banksta,moldova,17,credited-by-mirror
Telegram: banksta,poland,5,credited-by-mirror
Telegram: banksta,romania,5,credited-by-mirror
Telegram: banksta,slovakia,4,credited-by-mirror
Telegram: barantchik,czechia,43,credited-by-mirror
Telegram: barantchik,deutsch,941,credited-by-mirror
Telegram: barantchik,hungary,192,credited-by-mirror
Telegram: barantchik,moldova,98,credited-by-mirror
Telegram: barantchik,poland,368,credited-by-mirror
Telegram: barantchik,romania,171,credited-by-mirror
Telegram: barantchik,slovakia,98,credited-by-mirror
Telegram: barucker,deutsch,12,credited-by-mirror
Telegram: basilicanews,romania,1,credited-by-mirror
Telegram: bastrikin_tvorchestvo,deutsch,10,credited-by-mirror
Telegram: bastrikin_tvorchestvo,hungary,3,credited-by-mirror
Telegram: bastrikin_tvorchestvo,poland,3,credited-by-mirror
Telegram: bastrikin_tvorchestvo,romania,2,credited-by-mirror
Telegram: bastrikin_tvorchestvo,slovakia,1,credited-by-mirror
Telegram: basurin_e,deutsch,29,credited-by-mirror
Telegram: basurin_e,hungary,9,credited-by-mirror
Telegram: basurin_e,moldova,2,credited-by-mirror
Telegram: basurin_e,poland,9,credited-by-mirror
Telegram: basurin_e,romania,1,credited-by-mirror
Telegram: basurin_e,slovakia,3,credited-by-mirror
Telegram: batalyon_vostok,deutsch,24,credited-by-mirror
Telegram: batalyon_vostok,poland,3,credited-by-mirror
Telegram: batka_ru,moldova,10,credited-by-mirror
Telegram: batyachitaet,moldova,5,credited-by-mirror
Telegram: batyachitaet,poland,2,credited-by-mirror
Telegram: baxmut2023,moldova,2,credited-by-mirror
Telegram: bayraktar1070,czechia,1,credited-by-mirror
Telegram: bayraktar1070,deutsch,84,credited-by-mirror
Telegram: bayraktar1070,hungary,20,credited-by-mirror
Telegram: bayraktar1070,moldova,4,credited-by-mirror
Telegram: bayraktar1070,poland,22,credited-by-mirror
Telegram: bayraktar1070,romania,8,credited-by-mirror
Telegram: bayraktar1070,slovakia,9,credited-by-mirror
Telegram: baza_sport,czechia,1,credited-by-mirror
Telegram: baza_sport,hungary,1,credited-by-mirror
Telegram: baza_sport,moldova,2,credited-by-mirror
Telegram: bazabazon,czechia,9,credited-by-mirror
Telegram: bazabazon,deutsch,135,credited-by-mirror
Telegram: bazabazon,hungary,18,credited-by-mirror
Telegram: bazabazon,moldova,20,credited-by-mirror
Telegram: bazabazon,poland,53,credited-by-mirror
Telegram: bazabazon,romania,17,credited-by-mirror
Telegram: bazabazon,slovakia,11,credited-by-mirror
Telegram: bbbreaking,czechia,74,credited-by-mirror
Telegram: bbbreaking,deutsch,1131,credited-by-mirror
Telegram: bbbreaking,hungary,255,credited-by-mirror
Telegram: bbbreaking,moldova,113,credited-by-mirror
Telegram: bbbreaking,poland,459,credited-by-mirror
Telegram: bbbreaking,romania,115,credited-by-mirror
Telegram: bbbreaking,slovakia,98,credited-by-mirror
Telegram: bbcrussian,moldova,5,credited-by-mirror
Telegram: bear007,hungary,1,credited-by-mirror
Telegram: bear007,poland,3,credited-by-mirror
Telegram: bear007,romania,1,credited-by-mirror
Telegram: beard_tim,moldova,3,credited-by-mirror
Telegram: beard_tim,romania,1,credited-by-mirror
Telegram: bedezsolt,hungary,110,credited-by-mirror
Telegram: bekezdesek,hungary,2,credited-by-mirror
Telegram: bel_buj,hungary,1,credited-by-mirror
Telegram: belarus_antifake,romania,1,credited-by-mirror
Telegram: belarusian_silovik,czechia,22,credited-by-mirror
Telegram: belarusian_silovik,deutsch,491,credited-by-mirror
Telegram: belarusian_silovik,hungary,128,credited-by-mirror
Telegram: belarusian_silovik,moldova,51,credited-by-mirror
Telegram: belarusian_silovik,poland,281,credited-by-mirror
Telegram: belarusian_silovik,romania,71,credited-by-mirror
Telegram: belarusian_silovik,slovakia,51,credited-by-mirror
Telegram: belta_telegramm,poland,3,credited-by-mirror
Telegram: beltskienovosti,moldova,9,credited-by-mirror
Telegram: belvestnik,czechia,1,credited-by-mirror
Telegram: belvestnik,deutsch,19,credited-by-mirror
Telegram: belvestnik,hungary,2,credited-by-mirror
Telegram: belvestnik,poland,75,credited-by-mirror
Telegram: belvestnik,romania,2,credited-by-mirror
Telegram: berislavinfo,poland,2,credited-by-mirror
Telegram: berlinertelegraphofiziell,deutsch,9,credited-by-mirror
Telegram: bespokegun,romania,1,credited-by-mirror
Telegram: betweenprigov,hungary,1,credited-by-mirror
Telegram: bialywywiad,poland,5147,credited-by-mirror
Telegram: bigtransfer2024,czechia,1,credited-by-mirror
Telegram: bigtransfer2024,deutsch,27,credited-by-mirror
Telegram: bigtransfer2024,hungary,5,credited-by-mirror
Telegram: bigtransfer2024,moldova,3,credited-by-mirror
Telegram: bigtransfer2024,poland,15,credited-by-mirror
Telegram: bigtransfer2024,romania,2,credited-by-mirror
Telegram: bigtransfer2024,slovakia,2,credited-by-mirror
Telegram: bimmold,moldova,3,credited-by-mirror
Telegram: bio_genie,moldova,2,credited-by-mirror
Telegram: biologia_pl,poland,8,credited-by-mirror
Telegram: biounhype,moldova,3,credited-by-mirror
Telegram: bip_pl,poland,66,credited-by-mirror
Telegram: bitteltv,deutsch,11,credited-by-mirror
Telegram: bjoernbanane,deutsch,24,credited-by-mirror
Telegram: blackhussars,poland,2,credited-by-mirror
Telegram: blago_svoim,czechia,4,credited-by-mirror
Telegram: bleibtstark,deutsch,9,credited-by-mirror
Telegram: block_ru,czechia,3,credited-by-mirror
Telegram: block_ru,deutsch,60,credited-by-mirror
Telegram: block_ru,poland,15,credited-by-mirror
Telegram: block_ru,romania,2,credited-by-mirror
Telegram: blocul_victoriei,moldova,4,credited-by-mirror
Telegram: bloggermd,moldova,11,credited-by-mirror
Telegram: bloggermd,romania,5,credited-by-mirror
Telegram: bloknot_rossii,moldova,2,credited-by-mirror
Telegram: bloknotmd,moldova,77,credited-by-mirror
Telegram: blondinka_dk,czechia,1,credited-by-mirror
Telegram: blondinka_dk,deutsch,42,credited-by-mirror
Telegram: blondinka_dk,hungary,3,credited-by-mirror
Telegram: blondinka_dk,poland,6,credited-by-mirror
Telegram: bloodysx,hungary,1,credited-by-mirror
Telegram: bmpd_cast,czechia,2,credited-by-mirror
Telegram: bmpd_cast,deutsch,36,credited-by-mirror
Telegram: bmpd_cast,poland,13,credited-by-mirror
Telegram: bmpd_cast,romania,5,credited-by-mirror
Telegram: bogatirs3,moldova,7,credited-by-mirror
Telegram: boldscholz,deutsch,8,credited-by-mirror
Telegram: bolecon,moldova,3,credited-by-mirror
Telegram: bolshiepushki,czechia,1,credited-by-mirror
Telegram: bolshiepushki,hungary,1,credited-by-mirror
Telegram: bolshiepushki,poland,3,credited-by-mirror
Telegram: bolshiepushki,romania,1,credited-by-mirror
Telegram: bolshiepushki,slovakia,1,credited-by-mirror
Telegram: bomber_fighter,deutsch,11,credited-by-mirror
Telegram: borisZprahy,czechia,1,credited-by-mirror
Telegram: boris_rozhin,czechia,67,credited-by-mirror
Telegram: boris_rozhin,deutsch,1879,credited-by-mirror
Telegram: boris_rozhin,hungary,154,credited-by-mirror
Telegram: boris_rozhin,moldova,145,credited-by-mirror
Telegram: boris_rozhin,poland,456,credited-by-mirror
Telegram: boris_rozhin,romania,150,credited-by-mirror
Telegram: boris_rozhin,slovakia,79,credited-by-mirror
Telegram: borischernyshov,moldova,2,credited-by-mirror
Telegram: borisgeoenergetic,romania,1,credited-by-mirror
Telegram: borisvolosatii,moldova,16,credited-by-mirror
Telegram: borisvolosatii,romania,15,credited-by-mirror
Telegram: botcharov,hungary,1,credited-by-mirror
Telegram: botcharov,moldova,91,credited-by-mirror
Telegram: breakingmash,czechia,32,credited-by-mirror
Telegram: breakingmash,deutsch,290,credited-by-mirror
Telegram: breakingmash,hungary,40,credited-by-mirror
Telegram: breakingmash,moldova,49,credited-by-mirror
Telegram: breakingmash,poland,132,credited-by-mirror
Telegram: breakingmash,romania,27,credited-by-mirror
Telegram: breakingmash,slovakia,34,credited-by-mirror
Telegram: breege_time_20zz,czechia,1,credited-by-mirror
Telegram: breege_time_20zz,deutsch,24,credited-by-mirror
Telegram: breege_time_20zz,hungary,2,credited-by-mirror
Telegram: breege_time_20zz,moldova,2,credited-by-mirror
Telegram: breege_time_20zz,poland,7,credited-by-mirror
Telegram: breege_time_20zz,romania,1,credited-by-mirror
Telegram: breege_time_20zz,slovakia,1,credited-by-mirror
Telegram: brekotin_sergey,romania,1,credited-by-mirror
Telegram: brekotins,deutsch,12,credited-by-mirror
Telegram: brekotins,moldova,3,credited-by-mirror
Telegram: bricknotes,czechia,1,credited-by-mirror
Telegram: brics_info,czechia,6,credited-by-mirror
Telegram: briefMD,moldova,11,credited-by-mirror
Telegram: brieflyru,czechia,1,credited-by-mirror
Telegram: brieflyru,hungary,1,credited-by-mirror
Telegram: briefsmi,moldova,3,credited-by-mirror
Telegram: brjanskij_nemez,deutsch,12,credited-by-mirror
Telegram: bronya_03,czechia,1,credited-by-mirror
Telegram: brosok_mangusta_Z,czechia,2,credited-by-mirror
Telegram: brosok_mangusta_Z,hungary,2,credited-by-mirror
Telegram: brosok_mangusta_Z,poland,4,credited-by-mirror
Telegram: brosok_mangusta_Z,romania,2,credited-by-mirror
Telegram: brosok_mangusta_Z,slovakia,1,credited-by-mirror
Telegram: brusakov,poland,2,credited-by-mirror
Telegram: brussinf,czechia,10,credited-by-mirror
Telegram: brussinf,deutsch,61,credited-by-mirror
Telegram: brussinf,hungary,7,credited-by-mirror
Telegram: brussinf,moldova,5,credited-by-mirror
Telegram: brussinf,poland,38,credited-by-mirror
Telegram: brussinf,romania,8,credited-by-mirror
Telegram: brussinf,slovakia,3,credited-by-mirror
Telegram: bsw_vernunft_und_gerechtigkeit,deutsch,9,credited-by-mirror
Telegram: btr80,czechia,24,credited-by-mirror
Telegram: btr80,deutsch,439,credited-by-mirror
Telegram: btr80,hungary,108,credited-by-mirror
Telegram: btr80,moldova,24,credited-by-mirror
Telegram: btr80,poland,145,credited-by-mirror
Telegram: btr80,romania,42,credited-by-mirror
Telegram: btr80,slovakia,50,credited-by-mirror
Telegram: bullenundbaeren,deutsch,419,credited-by-mirror
Telegram: bunte_nachrichtenagentur,deutsch,24,credited-by-mirror
Telegram: bye_biden,deutsch,24,credited-by-mirror
Telegram: bye_biden,moldova,5,credited-by-mirror
Telegram: bye_biden,poland,4,credited-by-mirror
Telegram: bye_biden,romania,2,credited-by-mirror
Telegram: bzb_brics_sport,slovakia,44,credited-by-mirror
Telegram: bzbbrics,slovakia,11,credited-by-mirror
Telegram: cactus_bielli,slovakia,1,credited-by-mirror
Telegram: calintudose,romania,1,credited-by-mirror
Telegram: canal5_md,romania,3,credited-by-mirror
Telegram: canal5ru,moldova,472,credited-by-mirror
Telegram: cas_sa_krati,czechia,34,credited-by-mirror
Telegram: cas_sa_krati,slovakia,1,credited-by-mirror
